d1,d2,label
8.200157077,-6.482010179,1
7.726416513,-6.785381538,1
1.395079626,8.264184671,2
0.322791866,-6.231969537,4
0.085335055,-5.968781755,4
7.273590044,-6.695349593,1
4.259225847,-3.41804145,3
3.470710244,3.202371848,0
0.115523142,-6.225994256,4
9.090074389,-6.651095369,1
4.352375279,-3.483258394,3
4.284082082,-4.031203642,3
9.090134463,-6.652602337,1
8.307695362,-6.663639666,1
0.704386876,8.246811199,2
3.094547118,3.221150041,0
4.375296938,-4.623842997,3
3.654667887,3.180608087,0
0.545008034,7.67026366,2
4.082557393,3.821397056,0
0.95116235,7.827506005,2
7.588156905,-6.668977822,1
0.103156684,-7.438001985,4
3.389779297,3.774710526,0
0.409630215,7.362343165,2
7.840854463,-6.579280072,1
8.809764054,-6.619041714,1
0.919824339,-5.596572805,4
0.512506219,-5.799248399,4
4.75743693,-3.545906353,3
3.561311939,4.400835674,0
1.138565285,7.17676929,2
4.211892886,-4.205134917,3
4.656225089,-3.333342276,3
7.824601153,-7.207497453,1
-0.129193071,-5.541769504,4
0.865311776,7.795184287,2
8.528285363,-6.862840507,1
3.888718315,4.099275684,0
4.149432637,3.266252461,0
0.953331104,7.994965886,2
4.47252962,-4.130367806,3
1.103285914,8.223036233,2
3.349726303,4.358258544,0
7.696415348,-7.16897236,1
8.517745897,-6.240627757,1
7.603132192,-7.277745773,1
3.117148154,3.477612992,0
0.962686443,7.202099501,2
0.138541841,7.930860763,2
3.783797843,-4.700528139,3
1.145077691,8.326131379,2
8.300956348,-7.33752614,1
8.401197231,-7.157809976,1
0.460767136,8.064570416,2
8.523349709,-6.65159372,1
-0.147129862,-5.747187641,4
7.900190212,-6.666957362,1
0.511829976,7.552324407,2
0.794016091,6.975510904,2
0.804569452,7.564844609,2
3.379330908,4.154107858,0
0.480865029,-5.519871556,4
4.170453769,-3.367185172,3
7.925041995,-6.81299299,1
4.575496807,-3.830077844,3
4.149514645,-3.466300858,3
4.661054368,-4.085567063,3
3.510877719,2.990181378,0
8.495414652,-6.621035179,1
8.880038307,-7.142233284,1
3.08480317,3.722526413,0
3.814511876,3.764149614,0
3.33943845,3.725163909,0
4.147232811,-4.314275972,3
7.361243,-6.638359355,1
7.58624522,-6.781395837,1
0.221635327,-5.58282764,4
8.74477984,-6.996902784,1
0.668028,-6.19055964,4
3.867653502,4.008265801,0
3.21491479,3.569835725,0
1.579546565,8.213346718,2
3.992029258,4.009143845,0
4.786794086,-4.011230689,3
0.848405052,-7.187659238,4
8.249297736,-6.97534774,1
-0.598236538,-5.731613671,4
3.597199051,4.255075968,0
4.644573487,-3.704967797,3
0.850949803,-5.801435042,4
7.759304304,-7.206375828,1
0.582780235,7.734221529,2
7.709089883,-6.313311099,1
4.618055291,4.136247923,0
0.361257985,7.788817593,2
8.208282613,-6.913397394,1
-0.233007309,-6.293543864,4
4.637283361,4.473465361,0
1.018427095,7.614992083,2
0.511636015,7.423057358,2
0.060275938,-5.952551122,4
1.538942179,-5.976511124,4
8.206849196,-6.7046394,1
2.894707461,3.583683,0
7.768059356,-6.211346583,1
0.39786475,-6.284872583,4
4.297297445,3.283422304,0
0.279064039,8.727722688,2
0.345985249,-6.432711078,4
8.10458604,-6.476327312,1
4.01696761,-4.503242344,3
2.873639268,3.895870145,0
0.904647737,-5.983124358,4
-0.166116122,-6.3990161,4
1.182492297,7.574360833,2
4.996086238,-3.487397665,3
8.330685161,-6.762704476,1
4.542955252,-4.281905987,3
1.647642191,7.823520851,2
0.051274257,7.430885443,2
8.126653812,-7.371660755,1
3.364955336,4.391121136,0
3.691591681,4.408861788,0
3.671833533,3.966320335,0
4.144622738,4.113352387,0
7.866089837,-7.298365949,1
0.174557565,-6.376397056,4
4.223622492,-3.093703005,3
0.577484663,-6.136994815,4
8.205098886,-6.740903364,1
4.116851423,-3.351890195,3
4.557716048,-4.038857317,3
8.328075315,-6.607143459,1
0.999295788,8.306134072,2
4.536931394,-3.431496279,3
0.73607462,8.267867109,2
0.117638575,-6.840040352,4
4.343556848,-3.811232663,3
3.843008425,-3.975529155,3
8.605271506,-6.559702965,1
5.036587864,-3.624430647,3
8.263005979,-7.078754093,1
7.463684129,-6.776540412,1
4.4264626,-3.433713633,3
0.581069794,7.994389249,2
0.96349607,8.063050472,2
4.214514424,-3.70017667,3
4.367866931,-4.270128334,3
8.078233421,-6.567649781,1
0.294504088,-6.197882885,4
0.886793755,7.852715722,2
0.772266638,7.692129583,2
0.667139805,7.31496413,2
-0.122266632,-5.435851647,4
0.754895936,8.481064079,2
5.15709511,-3.589059066,3
8.524008498,-6.903226147,1
0.275663448,-6.842354473,4
0.632264227,8.069776626,2
4.205656864,-3.835463225,3
8.264437204,-6.947723748,1
4.306337561,-4.151574559,3
1.29582817,7.270128257,2
8.328384178,-7.18671059,1
0.222546229,-6.53828862,4
0.443821,7.891232611,2
3.276195891,4.237819441,0
1.365419031,7.900581543,2
1.430010075,8.196519305,2
4.00921861,-3.32796279,3
8.283163715,-6.009151737,1
7.754470944,-6.663411864,1
7.374963189,-6.290347485,1
1.051899714,8.212295431,2
3.467023992,4.720080512,0
8.277417404,-6.988768219,1
7.761724012,-6.811282847,1
5.028433815,-4.022981845,3
4.612066868,-3.372440186,3
0.923793577,-6.031960874,4
3.628152914,3.437939966,0
-0.028924461,-6.141263286,4
3.854917242,3.522777412,0
4.138025201,-3.348835835,3
8.042540113,-6.244110845,1
4.096724243,-3.780695427,3
7.891052286,-5.820296583,1
4.086550817,-3.78969527,3
3.508651032,4.037000919,0
3.432084636,4.0679123,0
-0.524349379,-6.374768324,4
3.775590677,4.145160935,0
8.490520215,-6.237600492,1
8.267394694,-6.336658911,1
3.364916988,3.647894563,0
0.713093823,7.355407213,2
-0.31869049,-6.146194453,4
1.460015429,8.207107152,2
8.413920658,-7.484662282,1
4.065544316,-3.903170448,3
3.141023558,3.497123413,0
8.134177389,-6.416781287,1
1.158317863,7.598671008,2
2.970727856,3.502208346,0
8.053513416,-6.647972681,1
0.503213446,7.645057034,2
8.473038177,-7.529486357,1
8.034254306,-7.618793778,1
0.944411178,8.159380975,2
1.42112866,8.087170479,2
3.631708487,3.498641488,0
3.619325468,3.703384167,0
8.000219199,-6.699018233,1
3.029613139,3.850644827,0
8.236831181,-7.584569354,1
3.059259614,4.287836485,0
0.34953984,-6.042041375,4
0.462593915,8.357589375,2
0.251922078,-6.588306761,4
1.129246783,8.390521775,2
8.183307765,-6.313689487,1
8.192256904,-6.745335309,1
4.085150099,4.075133708,0
3.618668544,4.253736397,0
2.956386038,3.699716962,0
0.677022783,7.48077133,2
3.820327761,3.883143134,0
0.945851299,-5.725065171,4
4.130410384,-3.922674073,3
3.303582501,3.857827743,0
4.260767567,-4.402601805,3
8.232489329,-6.440673276,1
1.668326367,7.592974153,2
0.738808344,7.613772167,2
7.955675449,-7.044521718,1
4.411937788,-4.490494191,3
3.808732636,3.987229478,0
8.373108934,-6.873009911,1
4.070771632,3.903596567,0
4.28809541,-3.59167807,3
0.052388663,-6.393877318,4
5.115519324,-4.36965929,3
-0.234623876,-6.322531487,4
0.359933252,-5.776218856,4
0.687492777,7.918722628,2
0.587000528,-6.40728992,4
0.79772771,8.26286942,2
8.242276611,-6.881407875,1
0.818029363,7.919860284,2
0.466827046,-6.056775431,4
4.097048094,-3.676311637,3
3.62884528,3.492796365,0
0.118455876,-6.012953608,4
8.629201278,-6.266460116,1
8.541882521,-6.501625592,1
3.642606518,2.900182906,0
4.831913256,-4.239677116,3
3.917595186,-3.204357545,3
0.790352989,8.282705252,2
4.649295029,-4.056343847,3
8.022734304,-6.806470364,1
3.445728912,4.303112451,0
0.695983416,8.674245095,2
3.388697741,3.847533991,0
0.948673789,-5.637220057,4
0.316772046,-5.807911575,4
4.808281373,-3.629714813,3
1.888667499,7.763039673,2
0.665632263,-5.27255647,4
-0.332823449,-6.951014985,4
1.525884953,7.51950508,2
3.70350687,4.207403892,0
0.804999369,7.72292929,2
1.373908333,7.430946111,2
0.465658687,7.444084696,2
3.690770558,3.421149173,0
0.558459003,8.429229617,2
9.055710331,-7.162317126,1
1.251964905,7.516929893,2
5.295477545,-4.154579623,3
3.451412246,4.067206981,0
-0.698767844,-5.40336751,4
-0.087553938,-7.009198598,4
4.591591148,-3.500325765,3
8.062884692,-6.667431036,1
1.306547654,7.404661797,2
4.033298775,-3.906572251,3
4.077420591,-3.956188026,3
3.159815953,4.140052682,0
0.984345434,8.001701158,2
3.059012969,3.756964416,0
4.353909241,-4.61982622,3
1.708779671,7.617328264,2
1.052467966,7.86909797,2
7.820857587,-6.661125693,1
0.510133694,-6.76181158,4
8.813885604,-6.652862321,1
7.762277948,-7.109963199,1
7.873160373,-7.5112239,1
8.428737912,-5.900458268,1
8.064432564,-6.748177062,1
4.569740932,-3.555213434,3
0.406646,-6.293265893,4
4.815682909,-4.136587137,3
-0.064753303,-5.810569791,4
0.131486623,-5.675648366,4
4.243914731,4.16736814,0
8.134396586,-6.292717148,1
3.716589393,3.523364247,0
-0.138934223,-5.986424631,4
7.976577983,-6.847632665,1
1.191056632,-5.944734311,4
8.176064736,-6.7697602,1
4.361661626,-3.637482493,3
1.12598179,7.561110184,2
0.444889866,-5.648159478,4
-0.310135523,-5.919207421,4
2.963624264,3.847050217,0
4.578103423,-3.622098028,3
-0.00827055,-7.00776141,4
7.753805515,-7.151361696,1
3.53500758,4.791958034,0
4.377986546,-4.480463392,3
0.720640974,7.774226354,2
0.47145155,-6.619270498,4
8.377424211,-7.561807853,1
0.962450288,7.458739485,2
-0.453044393,-7.172901983,4
-0.462639471,-6.20730483,4
3.542002657,-3.936119644,3
4.395868676,-4.88508303,3
1.105746447,7.832088085,2
4.165705418,3.430187203,0
4.598480193,-3.962536237,3
4.101796746,-4.675019708,3
3.823876407,-2.833750573,3
8.754502897,-6.917832825,1
5.097569643,-3.635821323,3
1.154754198,7.729387306,2
0.869072224,8.505796612,2
1.733374245,7.806060233,2
1.129628204,7.946027771,2
1.055033859,-6.090511786,4
0.856690008,7.921214743,2
-0.023859071,-5.173390577,4
8.477781073,-6.662728683,1
0.563796555,-6.761036383,4
4.479500338,-3.897634869,3
3.445731509,3.60351246,0
8.307479739,-7.035230842,1
4.350081194,-4.044359393,3
1.002284801,7.785782405,2
0.343534451,-6.313084795,4
3.712403431,3.350345657,0
8.012568036,-6.127531407,1
4.479839888,-3.504970754,3
4.49494275,-4.07466496,3
0.392389782,-5.627741042,4
0.870247557,7.280927263,2
8.158456673,-6.7380959,1
3.310913591,3.732008484,0
8.293237731,-7.177386559,1
8.545061116,-6.162817996,1
0.570051515,-6.250232262,4
7.892564164,-7.322150989,1
8.167097373,-6.786727684,1
0.436810541,7.411723772,2
8.115369787,-6.877244921,1
8.412894666,-6.556203454,1
-0.120223042,-5.784090339,4
0.942552459,7.546516639,2
4.348515261,-3.884522304,3
8.623464279,-5.968872972,1
8.685661912,-6.461734496,1
0.243970324,-6.380107052,4
7.693724875,-6.673961991,1
0.23037774,-6.604161342,4
4.550419322,-3.754847809,3
8.021399208,-6.758502671,1
4.399046737,-4.981709822,3
5.091605472,-3.927567306,3
0.229762355,-6.877265334,4
3.952834811,3.608123555,0
4.411512722,-3.680390899,3
4.621732572,-3.494841123,3
7.324787439,-7.187932713,1
3.920461995,4.040991362,0
-0.089734707,-5.540479768,4
0.202776314,-6.591098546,4
0.842197679,7.76274222,2
3.607199146,3.875399319,0
4.244502937,-3.684067415,3
8.032597268,-6.997495507,1
8.611402898,-7.497316737,1
4.047003056,3.962568906,0
8.049043715,-6.885732767,1
3.361938745,4.212580772,0
1.21376224,7.249488435,2
3.038394947,4.794550646,0
8.087282502,-7.208775769,1
8.5720077,-7.048529518,1
3.306876073,3.82036041,0
3.895482401,-4.765620734,3
7.841377957,-7.484130914,1
8.867191543,-6.393678616,1
0.030542247,-6.302442806,4
9.027195592,-6.294133918,1
8.215708844,-7.455840365,1
-0.510630607,-5.875943144,4
1.385075514,7.358606568,2
4.560272638,-3.738784475,3
0.550662958,-5.633424982,4
4.571589167,-3.241520602,3
3.712356545,3.726080911,0
0.374360516,-6.152365801,4
7.456100196,-6.169335273,1
0.381232272,8.220445236,2
3.747430094,3.875072631,0
-0.404379722,-6.065540285,4
4.392174281,-4.068782186,3
4.903708173,-3.851734937,3
0.531741889,-6.052376183,4
8.489911388,-7.38170443,1
8.806618301,-6.388648521,1
3.799944135,3.935767326,0
0.362962653,7.7563766,2
7.928060869,-6.113321293,1
8.559660344,-6.181825005,1
3.734565617,3.819547307,0
0.431537274,-6.40558735,4
0.178736885,-5.639821956,4
0.89814695,8.313309082,2
0.111078564,-5.312812296,4
3.998447825,-3.743584083,3
4.362174803,-3.557621725,3
-0.241639723,-5.685825436,4
0.516614228,7.518380548,2
3.339007923,3.999490482,0
0.392971985,7.788230603,2
1.165162132,7.788222997,2
-0.074908083,-7.096893592,4
0.334154465,-6.675863534,4
-0.637630652,-6.51736371,4
0.890668936,-6.51783515,4
0.207143852,-5.653121145,4
-0.382124251,-6.187185887,4
7.558080361,-6.625353406,1
3.024187248,3.424269767,0
8.068038745,-7.180487171,1
8.992461358,-6.169424848,1
0.420931831,-6.038247701,4
0.744516644,-6.124061694,4
0.011812281,-6.147943567,4
4.075229762,3.870497379,0
0.770972775,-5.922016448,4
4.544116378,-3.521353594,3
3.66384536,4.642132505,0
4.111327759,4.23450162,0
0.949478006,7.394052491,2
0.97129973,7.657575219,2
1.142830742,7.573133805,2
0.810503171,7.305505446,2
4.953418409,-3.476902183,3
0.594179341,7.198889904,2
3.784512901,-4.133451549,3
0.316456949,7.778755571,2
9.197372568,-6.439110031,1
0.979772957,8.269474245,2
1.081317613,8.108420164,2
3.032827356,3.833537139,0
-0.416392969,-6.356491349,4
3.357101662,3.993615727,0
0.42093819,-6.739942433,4
3.805413568,-4.092362141,3
1.411245731,7.891317136,2
3.808070489,3.741430247,0
0.267696191,7.995407949,2
8.661201322,-6.341051234,1
-0.48799087,-6.41472518,4
-0.035419955,-5.889361612,4
0.804029746,-6.12650267,4
3.815952199,4.411736369,0
0.293262984,-6.825389249,4
3.286449392,3.650893443,0
4.143532764,-3.916572172,3
8.407189434,-6.538537719,1
0.099831085,-6.76724298,4
3.431509942,3.809854516,0
4.005424866,-3.88038719,3
4.076581581,-3.73141966,3
0.429195687,-5.689938889,4
-0.529854494,-6.607981868,4
7.616610158,-6.734234381,1
0.305896874,-6.310110425,4
4.528522952,-4.097849715,3
3.966377027,3.811004886,0
0.343093718,-5.879591942,4
0.891371009,-6.16063495,4
5.161369029,-4.16390638,3
7.629679781,-7.06130059,1
8.230027424,-7.054257698,1
0.277377639,8.608218447,2
4.489991804,-4.167231059,3
3.079487814,5.092506697,0
7.876687623,-7.096265536,1
0.858385991,7.23446465,2
4.208703032,-3.496431669,3
1.326678224,7.458726413,2
0.310555429,-6.162586671,4
0.572482691,-5.790817943,4
3.56741874,3.982290764,0
0.476463138,7.82341646,2
4.116225289,-3.578217346,3
8.250998245,-6.519271962,1
0.108120402,-6.10177058,4
2.909240185,4.621128235,0
7.58526151,-6.676281703,1
1.124711119,7.521687063,2
3.884123585,-4.568054275,3
0.08137697,-6.254700082,4
8.15850617,-7.026950194,1
3.710678355,4.001009002,0
3.371635992,-4.116741377,3
-0.68441877,-5.906994535,4
4.920906782,-3.835094998,3
3.759470287,3.923144426,0
0.825078932,-5.930090742,4
4.899190601,-3.847444828,3
0.240340156,7.980726381,2
8.278362698,-7.20053476,1
8.493726055,-6.024654167,1
4.485716256,-3.322357751,3
0.79919522,-6.255351123,4
3.28961919,3.42841206,0
8.395082458,-6.602572673,1
4.669443143,-3.6405353,3
2.789008069,3.256491459,0
4.798591097,-3.364687756,3
0.657040525,8.028637929,2
0.485860326,7.678389529,2
4.415196925,-4.515914872,3
1.509088924,7.393026555,2
0.482332733,7.325140024,2
8.096657637,-7.128982266,1
-0.789975429,-6.342114409,4
5.242527466,-4.63019132,3
1.013526228,7.094118177,2
8.512107318,-7.077650495,1
4.303748917,3.715837983,0
2.780144466,3.73330999,0
3.637816909,-3.59125564,3
7.647188741,-6.521651844,1
4.648649865,-4.559888097,3
0.303364019,8.49296926,2
8.579994075,-6.806334102,1
3.635535567,3.683304941,0
7.957257641,-6.789781803,1
2.850689034,4.013099592,0
0.961809747,7.663388103,2
0.962953073,8.220279979,2
0.237581709,-5.939936427,4
4.206513799,-3.551775867,3
0.60386721,7.766295012,2
7.699569585,-6.533541528,1
0.728709586,-6.497264633,4
3.14805821,3.463728925,0
7.659950013,-6.531220469,1
0.732151544,7.671977474,2
8.228036698,-6.832261332,1
1.350879474,8.788320062,2
-0.347467812,-5.812624116,4
0.008451918,-5.545845556,4
1.050641533,7.923853224,2
-0.152490377,-6.345103564,4
-0.11914122,-6.132485009,4
0.677510281,-6.670229315,4
4.556063659,-4.482989847,3
3.714322326,3.780384122,0
8.85882847,-6.933260785,1
3.715221854,3.356505611,0
3.522906907,4.112216124,0
8.661793664,-6.635821845,1
-0.57896434,-6.516427784,4
8.016139746,-6.617461762,1
8.65583315,-6.694547186,1
0.439886478,-6.12304245,4
3.557926148,3.586179882,0
0.137773792,-6.112632708,4
0.021443043,-5.853171787,4
0.891177313,8.471560949,2
4.086600111,-4.622396956,3
7.993755285,-6.879245185,1
2.938323978,3.998324403,0
1.12718499,8.393799381,2
3.522112888,3.759915676,0
8.104539155,-6.470010102,1
0.305250795,7.803502571,2
0.974639825,8.073189402,2
1.306705284,7.902751295,2
0.082964526,-5.425219648,4
5.122635456,-4.056510201,3
7.767523552,-6.628994732,1
3.634744693,4.060101694,0
0.199513106,-6.382457008,4
0.676075465,7.114193528,2
9.161043562,-6.61505568,1
8.309005311,-6.86997493,1
0.548048783,-6.310756768,4
3.323229981,3.218399521,0
0.671953101,7.808097285,2
0.412803736,-6.339973624,4
4.730457411,-4.221820725,3
-0.16995248,7.923155727,2
4.194360759,-3.602764879,3
1.172928592,8.270617147,2
8.453782092,-6.556703305,1
-0.311146822,-6.385708475,4
4.536793026,-3.967235159,3
8.455254116,-6.980418445,1
3.767427702,-3.765354965,3
9.46439444,-6.230993379,1
3.202616436,-3.237165687,3
3.373910573,3.938324806,0
8.131750969,-6.284505743,1
4.200302421,-3.928215968,3
4.337730066,-3.903893575,3
2.83099059,4.230193717,0
1.735143763,7.129289529,2
-0.172622875,-5.808650002,4
1.116436774,7.911816978,2
8.18874053,-7.218667874,1
1.21144312,8.214363627,2
8.394883641,-7.288849316,1
0.680325563,7.96898961,2
8.31382657,-6.848177746,1
1.142615539,7.854260484,2
0.469862941,-6.004381728,4
1.583736067,7.565376898,2
3.550789885,3.356613844,0
7.838850213,-6.734374081,1
8.556418923,-7.621113712,1
3.002039181,3.647074396,0
3.842955497,-3.934003956,3
4.138069699,-3.625460481,3
-0.291753937,-6.271894719,4
1.014173792,7.625131179,2
0.939130782,7.487172362,2
8.645788472,-6.399959731,1
8.322182151,-6.637100613,1
0.567748666,-6.586360501,4
1.022749582,7.319264468,2
4.626555518,-3.851097911,3
0.006691997,-6.080617666,4
0.583198978,7.466894292,2
4.388025296,-3.944253722,3
3.504529313,3.817994006,0
4.581435507,-4.655736147,3
7.455072842,-6.604291265,1
4.431726449,-4.106085676,3
8.251183758,-6.711425331,1
0.012243783,-6.252427949,4
4.025438283,-3.734143693,3
0.264507444,-6.270272375,4
1.041738339,8.726774724,2
3.177846543,4.106706573,0
4.25401836,-4.296801418,3
3.714139602,4.506983808,0
7.98954255,-6.48140205,1
0.500736879,7.196698873,2
3.425006761,3.701278341,0
8.106540707,-6.582793616,1
4.589669139,-4.039764127,3
8.236442707,-6.500257814,1
0.341028969,8.403813569,2
1.508130685,7.828719112,2
-0.044334472,-6.307430659,4
1.331918816,8.308939163,2
0.546512118,-5.826471401,4
4.681084157,-4.126522337,3
0.118102368,7.979573198,2
4.562037908,-4.075467858,3
2.905150267,4.038745835,0
0.002164072,-5.939464103,4
4.11241571,-4.020273893,3
1.093062073,7.592145837,2
4.622718068,-3.4006586,3
3.587931732,4.139637336,0
3.567104753,3.887354884,0
7.687364133,-6.804777046,1
0.703441518,-6.132349073,4
3.509122335,4.401403752,0
0.039380717,-6.126594717,4
7.955744239,-6.832662377,1
0.394493253,8.24229039,2
-0.440598655,-5.892650525,4
0.405484477,-6.153859978,4
0.531198114,-6.327369496,4
-0.175702831,-6.141039067,4
0.88506767,7.738497239,2
3.563465356,-4.184366783,3
4.025719206,-4.202153863,3
0.204788394,7.771884679,2
4.450472574,-3.981048927,3
8.288896303,-6.718825146,1
7.273962747,-6.210099206,1
4.147234276,-4.31294054,3
8.524267035,-6.889316197,1
8.579708292,-7.127033007,1
4.664564511,-4.28852129,3
8.268278943,-6.827998885,1
0.294427001,8.275058605,2
2.973628638,3.756769953,0
7.938811267,-6.780206011,1
1.297410781,8.200319406,2
3.641686519,3.86969585,0
3.428257701,3.88082715,0
3.958062514,3.721427043,0
4.674283496,-3.251642035,3
7.753414257,-7.424814746,1
0.348161716,-6.009919375,4
8.471551346,-6.549608408,1
4.058734869,-4.452124181,3
8.253824603,-6.861748528,1
0.903000906,7.645760193,2
4.435767384,-3.798031442,3
4.226341958,-4.244652976,3
7.716196507,-6.460701876,1
7.680720813,-6.877663413,1
4.002251176,3.885875987,0
0.403952706,-6.505663701,4
0.418666134,-6.111201422,4
1.754248966,8.136205919,2
8.340050783,-6.965963982,1
0.777361521,-5.905329193,4
0.632557114,-5.644475366,4
0.899675534,7.628360295,2
4.544819259,-4.121411723,3
1.062916928,8.47238917,2
3.973700032,3.77410347,0
0.031694185,-6.559631959,4
4.456145032,-3.888371261,3
7.670793806,-7.315456371,1
7.860510167,-6.707319947,1
0.604545085,8.302029893,2
0.429434198,-6.495951902,4
3.707173779,3.720766804,0
-0.155977689,-6.290419893,4
8.258746193,-6.829928692,1
4.302998929,-3.945036828,3
0.170799695,8.027522218,2
1.408835956,7.594641667,2
-0.279142571,-5.85060692,4
7.700565256,-7.061909337,1
0.299662293,-6.517811625,4
7.902362177,-7.073256733,1
3.558799536,4.015803309,0
3.341982528,3.157618311,0
0.621589587,-6.332431841,4
0.470160174,-6.424290295,4
3.332096676,4.007859787,0
0.234763007,-5.883974746,4
4.452377047,-4.096512916,3
8.015814829,-7.199141413,1
0.586091222,8.147708612,2
0.968271637,7.827288804,2
3.985688301,-3.810926447,3
3.894211664,-3.939964959,3
3.249373626,3.65634037,0
0.096979522,8.217224902,2
-0.58594482,-5.436277245,4
8.857720545,-6.476833857,1
0.833075601,8.3799861,2
0.457458261,-6.255820628,4
1.148535106,8.067044596,2
8.500467543,-6.927446565,1
1.255894708,7.902538939,2
1.727075424,7.952641874,2
4.451766979,4.117678786,0
3.836351313,4.540337272,0
1.739077827,8.1083254,2
5.106557899,-3.754626691,3
0.93547344,8.472015865,2
1.297823046,-6.246326715,4
4.073852235,-3.827651406,3
1.537498047,7.328770287,2
5.076781915,-4.22751782,3
-0.143012158,-6.622953826,4
3.761248333,-4.149602051,3
0.214427866,-6.130299973,4
-0.028758453,-6.000091609,4
-0.358429953,-5.814711513,4
3.524490338,4.23395242,0
4.114696989,-4.075399506,3
3.915923091,3.895711786,0
1.513115869,7.677531026,2
3.784987388,3.588664931,0
3.729798042,3.6646471,0
0.595872364,7.725703511,2
4.702887009,-3.990823728,3
8.393185425,-7.060719113,1
4.418269648,4.401106784,0
0.621211775,7.709631121,2
4.623911868,-3.890295859,3
0.129364845,-5.991366092,4
4.428634319,-4.114065278,3
-0.173849477,-5.995506871,4
-0.311024587,-6.708329537,4
4.818803479,-3.387782882,3
0.745810427,7.845110691,2
0.466620092,-6.177557836,4
8.744292434,-6.489640809,1
0.951562618,8.147062117,2
4.761005975,-4.136199936,3
8.801723364,-6.941625823,1
7.442829527,-6.754384033,1
5.585493833,-3.886219096,3
3.483466957,4.339979414,0
7.928156981,-6.67927755,1
0.236494489,-5.578634349,4
3.109311262,3.772014858,0
8.141100189,-6.903122828,1
3.980315143,-3.756227897,3
0.934688811,-5.926845587,4
3.848942619,3.739043569,0
1.049418456,7.616103487,2
4.41492667,-3.286997391,3
3.053937184,4.888033546,0
1.078062933,7.860173977,2
4.787992204,-4.212829455,3
3.231621128,3.909407095,0
0.667918633,7.730610253,2
-0.523990625,-6.544727302,4
7.03786121,-6.254973036,1
8.169275033,-6.577716872,1
-0.422798689,-5.613741068,4
0.648472892,6.731531307,2
9.372696961,-7.162243966,1
0.61918007,8.116811575,2
0.513931507,-5.640789474,4
-0.055309674,-5.986177142,4
8.293489091,-6.607942676,1
4.790087185,-2.967188309,3
0.574547017,-5.378594913,4
8.424425731,-6.77454249,1
0.432403694,-6.51584042,4
0.452325711,-5.82422738,4
8.68962474,-6.16727509,1
3.450807764,3.529385574,0
5.182952094,-4.461101631,3
7.894950902,-6.509575751,1
0.041848279,-6.30447022,4
4.941031595,-3.447362777,3
0.891666889,7.779838455,2
4.005070355,-3.163019026,3
1.260654424,8.161570193,2
8.062728498,-6.95516377,1
2.65103502,3.779713661,0
3.828616889,-3.967623753,3
7.99248822,-7.200977391,1
1.088721223,7.451831254,2
8.246965788,-6.966744066,1
5.061382878,-3.705264999,3
0.074942246,-5.763255921,4
0.213357918,-6.091983346,4
0.530473334,-5.913276651,4
1.001617358,7.510909085,2
3.719772972,3.921504954,0
7.464849377,-5.78017636,1
-0.373538518,-6.735513905,4
-0.027067969,-6.083152723,4
4.086417753,3.603403946,0
4.440504377,3.705986118,0
7.97744827,-6.430061046,1
7.20649304,-7.030153755,1
4.612602093,-4.158022536,3
5.391234823,-3.47109552,3
0.141090452,-6.052813902,4
0.870923306,7.936495276,2
4.295934046,-3.898664979,3
0.330665995,7.654175955,2
0.395464635,-5.62704757,4
3.915984768,-3.685602839,3
4.603538507,-3.478450478,3
0.76174434,7.69253754,2
3.836192708,3.994090614,0
3.005430369,3.778334488,0
2.691723672,3.460707955,0
4.939022658,-3.836997564,3
8.308030212,-6.90846596,1
4.852050724,-4.577880069,3
-0.426875217,8.157834001,2
3.468502431,4.166581833,0
3.437636147,4.33683572,0
0.962735345,7.774088092,2
3.885058653,-4.277877293,3
1.206780685,7.86122938,2
8.052685866,-6.395845222,1
0.541229331,8.417848098,2
0.235972205,-6.198445683,4
3.895510516,4.025204939,0
0.329543092,-6.187666495,4
8.723567584,-7.175765518,1
-0.387822486,-6.27628881,4
1.357311829,7.626467908,2
1.843327166,7.419514496,2
3.897932823,3.358286085,0
4.352243767,3.533206404,0
8.87749663,-6.183259324,1
1.806477178,7.433266539,2
3.353949816,3.729468323,0
0.773357804,7.123958728,2
4.021262074,-3.941058114,3
0.977923868,-6.148421345,4
0.762466552,-6.208181139,4
4.22202699,-3.475800441,3
7.77826371,-6.931940945,1
8.446000268,-7.086555675,1
0.613334357,7.706072791,2
-0.055635754,-5.90753902,4
0.539682426,8.202806198,2
9.025332145,-7.409264052,1
0.540488312,8.114818368,2
7.872566348,-6.653683342,1
1.452366117,8.024499511,2
0.753979113,7.215957401,2
1.040075627,7.641141197,2
8.340257885,-6.597481303,1
3.850258791,-3.74201903,3
3.577914658,3.554625065,0
1.351061963,7.953709026,2
8.095037531,-6.507176129,1
0.577967654,7.300716178,2
8.365555846,-6.838977699,1
0.190137736,8.04241066,2
4.146766093,3.978130437,0
3.440260047,4.071461224,0
0.819302768,7.418599791,2
8.391117667,-6.703689085,1
0.773245794,7.594388531,2
8.445275017,-6.628426443,1
3.734009206,3.573057746,0
3.369228987,4.456649761,0
7.755230936,-6.915306481,1
0.674827985,8.036120006,2
8.277662574,-6.666494829,1
8.700095366,-6.834520757,1
4.198394186,-3.173594709,3
4.099706216,3.917901258,0
7.736786156,-6.710158503,1
0.15094366,-5.57008984,4
4.457434024,-3.944409581,3
9.149488098,-7.460141623,1
